symbol,company_name,isin,parent_sector,parent_sector_id,major_industry,major_industry_id,sub_industry,sub_industry_id,primary_business,classification_confidence,classification_rationale,classification_source,effective_from,effective_to,last_verified,verification_status
HUHTAMAKI,Huhtamaki India Limited,,PAPER & PACKAGING,SEC_PAPER_PACKAGING,"Paper, Paperboard & Corrugated Cartons",IND_PAPER_PAPERBOARD_CORRUGATED_CARTONS,"Wood-Free Copier Paper, Multi-Layer Coated Board & Folding Cartons",SUB_WOOD_FREE_COPIER_PAPER_MULTI_LAYER_COATED_BOARD_FOLDING_CARTONS,"Integrated pulp processing, manufacturing of premium wood-free office copier paper, duplex packaging boards and folding cartons.",HIGH,"Classified into Parent Sector 'PAPER & PACKAGING' and Major Industry 'Paper, Paperboard & Corrugated Cartons' (Wood-Free Copier Paper, Multi-Layer Coated Board & Folding Cartons) based on primary economic business exposure: Integrated pulp processing, manufacturing of premium wood-free office copier paper, duplex packaging boards and folding cartons.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
HYBRIDFIN,Hybrid Financial Services Limited,,NBFC & LENDING,SEC_NBFC_LENDING,Corporate & Specialized Lending NBFCs,IND_CORPORATE_SPECIALIZED_LENDING_NBFCS,"Structured Debt, Infrastructure Loans & Working Capital",SUB_STRUCTURED_DEBT_INFRASTRUCTURE_LOANS_WORKING_CAPITAL,Non-banking financial company providing structured wholesale corporate financing and capital solutions.,MEDIUM,"Classified into Parent Sector 'NBFC & LENDING' and Major Industry 'Corporate & Specialized Lending NBFCs' (Structured Debt, Infrastructure Loans & Working Capital) based on primary economic business exposure: Non-banking financial company providing structured wholesale corporate financing and capital solutions.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
HYUNDAI,Hyundai Motor India Limited,,AUTO ANCILLARIES,SEC_AUTO_ANCILLARIES,General Auto Components,IND_GENERAL_AUTO_COMPONENTS,"Engine Components, Fasteners & Sheet Metal Assemblies",SUB_ENGINE_COMPONENTS_FASTENERS_SHEET_METAL_ASSEMBLIES,"Precision automotive engine parts, engineered fasteners and structural sheet metal pressings.",HIGH,"Classified into Parent Sector 'AUTO ANCILLARIES' and Major Industry 'General Auto Components' (Engine Components, Fasteners & Sheet Metal Assemblies) based on primary economic business exposure: Precision automotive engine parts, engineered fasteners and structural sheet metal pressings.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
IBULLSLTD,Indiabulls Limited,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
ICDSLTD,ICDS Limited,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
ICEMAKE,Ice Make Refrigeration Limited,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
ICICIAMC,ICICI Prudential Asset Management Company Limited,,CAPITAL MARKETS,SEC_CAPITAL_MARKETS,Wealth Management & Financial Advisory,IND_WEALTH_MANAGEMENT_FINANCIAL_ADVISORY,"High Net-Worth Wealth Advisory, Portfolio Management & Distribution",SUB_HIGH_NET_WORTH_WEALTH_ADVISORY_PORTFOLIO_MANAGEMENT_DISTRIBUTION,"Private wealth management advisory, family office asset planning and financial product distribution.",HIGH,"Classified into Parent Sector 'CAPITAL MARKETS' and Major Industry 'Wealth Management & Financial Advisory' (High Net-Worth Wealth Advisory, Portfolio Management & Distribution) based on primary economic business exposure: Private wealth management advisory, family office asset planning and financial product distribution.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
ICICIBANK,ICICI Bank Limited,,BANKING,SEC_BANKING,Private Sector Commercial Banks,IND_PRIVATE_SECTOR_COMMERCIAL_BANKS,"Retail Mortgages, Credit Cards, Corporate Loans & Digital Banking",SUB_RETAIL_MORTGAGES_CREDIT_CARDS_CORPORATE_LOANS_DIGITAL_BANKING,"Full-service private sector commercial bank providing retail credit, wealth products and corporate lending.",HIGH,"Classified into Parent Sector 'BANKING' and Major Industry 'Private Sector Commercial Banks' (Retail Mortgages, Credit Cards, Corporate Loans & Digital Banking) based on primary economic business exposure: Full-service private sector commercial bank providing retail credit, wealth products and corporate lending.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
ICICIGI,ICICI Lombard General Insurance Company Limited,,INSURANCE,SEC_INSURANCE,General & Health Insurance,IND_GENERAL_HEALTH_INSURANCE,"Retail Health, Motor, Property & Marine Insurance Underwriting",SUB_RETAIL_HEALTH_MOTOR_PROPERTY_MARINE_INSURANCE_UNDERWRITING,"Non-life insurance underwriting covering comprehensive retail health plans, motor insurance and fire risks.",HIGH,"Classified into Parent Sector 'INSURANCE' and Major Industry 'General & Health Insurance' (Retail Health, Motor, Property & Marine Insurance Underwriting) based on primary economic business exposure: Non-life insurance underwriting covering comprehensive retail health plans, motor insurance and fire risks.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,,INSURANCE,SEC_INSURANCE,Life Insurance,IND_LIFE_INSURANCE,"Term Life, ULIP, Savings & Annuity Pension Plans",SUB_TERM_LIFE_ULIP_SAVINGS_ANNUITY_PENSION_PLANS,"Underwriting of individual and group life insurance, unit-linked investment plans and retirement annuities.",HIGH,"Classified into Parent Sector 'INSURANCE' and Major Industry 'Life Insurance' (Term Life, ULIP, Savings & Annuity Pension Plans) based on primary economic business exposure: Underwriting of individual and group life insurance, unit-linked investment plans and retirement annuities.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
ICIL,Indo Count Industries Limited,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
ICRA,ICRA Limited,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
IDBI,IDBI Bank Limited,,BANKING,SEC_BANKING,Private Sector Commercial Banks,IND_PRIVATE_SECTOR_COMMERCIAL_BANKS,"Retail Mortgages, Credit Cards, Corporate Loans & Digital Banking",SUB_RETAIL_MORTGAGES_CREDIT_CARDS_CORPORATE_LOANS_DIGITAL_BANKING,"Full-service private sector commercial bank providing retail credit, wealth products and corporate lending.",HIGH,"Classified into Parent Sector 'BANKING' and Major Industry 'Private Sector Commercial Banks' (Retail Mortgages, Credit Cards, Corporate Loans & Digital Banking) based on primary economic business exposure: Full-service private sector commercial bank providing retail credit, wealth products and corporate lending.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
IDEA,Vodafone Idea Limited,,TELECOM,SEC_TELECOM,Telecom Network Operators,IND_TELECOM_NETWORK_OPERATORS,"4G/5G Wireless Cellular Voice, Broadband Data & Enterprise Connectivity",SUB_4G_5G_WIRELESS_CELLULAR_VOICE_BROADBAND_DATA_ENTERPRISE_CONNECTIVITY,"Operating nationwide cellular mobile telecom towers, high-speed 5G broadband spectrum and enterprise MPLS cloud connectivity.",HIGH,"Classified into Parent Sector 'TELECOM' and Major Industry 'Telecom Network Operators' (4G/5G Wireless Cellular Voice, Broadband Data & Enterprise Connectivity) based on primary economic business exposure: Operating nationwide cellular mobile telecom towers, high-speed 5G broadband spectrum and enterprise MPLS cloud connectivity.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
IDEAFORGE,Ideaforge Technology Limited,,DEFENCE,SEC_DEFENCE,Defense Precision Components & Sub-Systems,IND_DEFENSE_PRECISION_COMPONENTS_SUB_SYSTEMS,"Machined Aerostructures, Assemblies & Weapon Hardware",SUB_MACHINED_AEROSTRUCTURES_ASSEMBLIES_WEAPON_HARDWARE,High-precision machined aerospace components and mission-critical mechanical defense assemblies.,HIGH,"Classified into Parent Sector 'DEFENCE' and Major Industry 'Defense Precision Components & Sub-Systems' (Machined Aerostructures, Assemblies & Weapon Hardware) based on primary economic business exposure: High-precision machined aerospace components and mission-critical mechanical defense assemblies.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
IDFCFIRSTB,IDFC First Bank Limited,,BANKING,SEC_BANKING,Private Sector Commercial Banks,IND_PRIVATE_SECTOR_COMMERCIAL_BANKS,"Retail Mortgages, Credit Cards, Corporate Loans & Digital Banking",SUB_RETAIL_MORTGAGES_CREDIT_CARDS_CORPORATE_LOANS_DIGITAL_BANKING,"Full-service private sector commercial bank providing retail credit, wealth products and corporate lending.",HIGH,"Classified into Parent Sector 'BANKING' and Major Industry 'Private Sector Commercial Banks' (Retail Mortgages, Credit Cards, Corporate Loans & Digital Banking) based on primary economic business exposure: Full-service private sector commercial bank providing retail credit, wealth products and corporate lending.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
IEX,Indian Energy Exchange Limited,,CAPITAL MARKETS,SEC_CAPITAL_MARKETS,Wealth Management & Financial Advisory,IND_WEALTH_MANAGEMENT_FINANCIAL_ADVISORY,"High Net-Worth Wealth Advisory, Portfolio Management & Distribution",SUB_HIGH_NET_WORTH_WEALTH_ADVISORY_PORTFOLIO_MANAGEMENT_DISTRIBUTION,"Private wealth management advisory, family office asset planning and financial product distribution.",HIGH,"Classified into Parent Sector 'CAPITAL MARKETS' and Major Industry 'Wealth Management & Financial Advisory' (High Net-Worth Wealth Advisory, Portfolio Management & Distribution) based on primary economic business exposure: Private wealth management advisory, family office asset planning and financial product distribution.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
IFBAGRO,IFB Agro Industries Limited,,RICE,SEC_RICE,Non-Basmati & Regional Rice Processing,IND_NON_BASMATI_REGIONAL_RICE_PROCESSING,Paddy Procurement & Regional Grain Milling,SUB_PADDY_PROCUREMENT_REGIONAL_GRAIN_MILLING,"Paddy procurement, raw rice processing and domestic grain wholesale distribution.",HIGH,"Classified into Parent Sector 'RICE' and Major Industry 'Non-Basmati & Regional Rice Processing' (Paddy Procurement & Regional Grain Milling) based on primary economic business exposure: Paddy procurement, raw rice processing and domestic grain wholesale distribution.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
IFBIND,IFB Industries Limited,,CONSUMER DURABLES,SEC_CONSUMER_DURABLES,Major Home Appliances (White Goods),IND_MAJOR_HOME_APPLIANCES_WHITE_GOODS,"Washing Machines, Refrigerators & Microwave Ovens",SUB_WASHING_MACHINES_REFRIGERATORS_MICROWAVE_OVENS,"Manufacturing and marketing of domestic washing machines, frost-free refrigerators and home water purifiers.",HIGH,"Classified into Parent Sector 'CONSUMER DURABLES' and Major Industry 'Major Home Appliances (White Goods)' (Washing Machines, Refrigerators & Microwave Ovens) based on primary economic business exposure: Manufacturing and marketing of domestic washing machines, frost-free refrigerators and home water purifiers.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
IFCI,IFCI Limited,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
IFGLEXPOR,IFGL Refractories Limited,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
IGARASHI,Igarashi Motors India Limited,,AUTO,SEC_AUTO,Automobile OEM Assembly,IND_AUTOMOBILE_OEM_ASSEMBLY,Multi-Segment Motor Vehicle Assembly & Powertrains,SUB_MULTI_SEGMENT_MOTOR_VEHICLE_ASSEMBLY_POWERTRAINS,"Automobile OEM manufacturing, specialized vehicle platforms and mobility engineering.",HIGH,"Classified into Parent Sector 'AUTO' and Major Industry 'Automobile OEM Assembly' (Multi-Segment Motor Vehicle Assembly & Powertrains) based on primary economic business exposure: Automobile OEM manufacturing, specialized vehicle platforms and mobility engineering.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
IGCL,Indogulf Cropsciences Limited,,PHARMACEUTICALS,SEC_PHARMACEUTICALS,API & Bulk Drug Intermediates,IND_API_BULK_DRUG_INTERMEDIATES,Active Pharmaceutical Ingredients & Advanced Synthetic Intermediates,SUB_ACTIVE_PHARMACEUTICAL_INGREDIENTS_ADVANCED_SYNTHETIC_INTERMEDIATES,Chemical synthesis and global supply of high-purity active pharmaceutical ingredients (APIs) and intermediates.,HIGH,Classified into Parent Sector 'PHARMACEUTICALS' and Major Industry 'API & Bulk Drug Intermediates' (Active Pharmaceutical Ingredients & Advanced Synthetic Intermediates) based on primary economic business exposure: Chemical synthesis and global supply of high-purity active pharmaceutical ingredients (APIs) and intermediates.,ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
IGIL,International Gemological Institute Limited,,EDUCATION & EDTECH,SEC_EDUCATION_EDTECH,Education Institutions & Educational Publishing,IND_EDUCATION_INSTITUTIONS_EDUCATIONAL_PUBLISHING,"K-12 Educational Institutions, Test Prep & Textbooks Publishing",SUB_K_12_EDUCATIONAL_INSTITUTIONS_TEST_PREP_TEXTBOOKS_PUBLISHING,"Operating formal educational academies, competitive examination test preparation coaching and educational publishing.",HIGH,"Classified into Parent Sector 'EDUCATION & EDTECH' and Major Industry 'Education Institutions & Educational Publishing' (K-12 Educational Institutions, Test Prep & Textbooks Publishing) based on primary economic business exposure: Operating formal educational academies, competitive examination test preparation coaching and educational publishing.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
IGL,Indraprastha Gas Limited,,OIL & GAS,SEC_OIL_GAS,City Gas Distribution & LNG Terminals,IND_CITY_GAS_DISTRIBUTION_LNG_TERMINALS,"Piped Natural Gas (PNG), Compressed Natural Gas (CNG) & LNG Regasification",SUB_PIPED_NATURAL_GAS_PNG_COMPRESSED_NATURAL_GAS_CNG_LNG_REGASIFICATION,"Operating city gas distribution networks supplying piped kitchen gas, automotive CNG stations and LNG regas.",HIGH,"Classified into Parent Sector 'OIL & GAS' and Major Industry 'City Gas Distribution & LNG Terminals' (Piped Natural Gas (PNG), Compressed Natural Gas (CNG) & LNG Regasification) based on primary economic business exposure: Operating city gas distribution networks supplying piped kitchen gas, automotive CNG stations and LNG regas.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
IGPL,IG Petrochemicals Limited,,OIL & GAS,SEC_OIL_GAS,Petrochemical Intermediates & Solvents,IND_PETROCHEMICAL_INTERMEDIATES_SOLVENTS,"Purified Terephthalic Acid (PTA), Benzene & Specialty Solvents",SUB_PURIFIED_TEREPHTHALIC_ACID_PTA_BENZENE_SPECIALTY_SOLVENTS,"Chemical refining of petroleum fractions into aromatics, polymers and industrial chemical solvents.",HIGH,"Classified into Parent Sector 'OIL & GAS' and Major Industry 'Petrochemical Intermediates & Solvents' (Purified Terephthalic Acid (PTA), Benzene & Specialty Solvents) based on primary economic business exposure: Chemical refining of petroleum fractions into aromatics, polymers and industrial chemical solvents.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
IIFL,IIFL Finance Limited,,NBFC & LENDING,SEC_NBFC_LENDING,Corporate & Specialized Lending NBFCs,IND_CORPORATE_SPECIALIZED_LENDING_NBFCS,"Structured Debt, Infrastructure Loans & Working Capital",SUB_STRUCTURED_DEBT_INFRASTRUCTURE_LOANS_WORKING_CAPITAL,Non-banking financial company providing structured wholesale corporate financing and capital solutions.,MEDIUM,"Classified into Parent Sector 'NBFC & LENDING' and Major Industry 'Corporate & Specialized Lending NBFCs' (Structured Debt, Infrastructure Loans & Working Capital) based on primary economic business exposure: Non-banking financial company providing structured wholesale corporate financing and capital solutions.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
IIFLCAPS,IIFL Capital Services Limited,,NBFC & LENDING,SEC_NBFC_LENDING,Corporate & Specialized Lending NBFCs,IND_CORPORATE_SPECIALIZED_LENDING_NBFCS,"Structured Debt, Infrastructure Loans & Working Capital",SUB_STRUCTURED_DEBT_INFRASTRUCTURE_LOANS_WORKING_CAPITAL,Non-banking financial company providing structured wholesale corporate financing and capital solutions.,MEDIUM,"Classified into Parent Sector 'NBFC & LENDING' and Major Industry 'Corporate & Specialized Lending NBFCs' (Structured Debt, Infrastructure Loans & Working Capital) based on primary economic business exposure: Non-banking financial company providing structured wholesale corporate financing and capital solutions.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
IITL,Industrial Investment Trust Limited,,NBFC & LENDING,SEC_NBFC_LENDING,Corporate & Specialized Lending NBFCs,IND_CORPORATE_SPECIALIZED_LENDING_NBFCS,"Structured Debt, Infrastructure Loans & Working Capital",SUB_STRUCTURED_DEBT_INFRASTRUCTURE_LOANS_WORKING_CAPITAL,Non-banking financial company providing structured wholesale corporate financing and capital solutions.,MEDIUM,"Classified into Parent Sector 'NBFC & LENDING' and Major Industry 'Corporate & Specialized Lending NBFCs' (Structured Debt, Infrastructure Loans & Working Capital) based on primary economic business exposure: Non-banking financial company providing structured wholesale corporate financing and capital solutions.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
IKIO,IKIO Technologies Limited,,EMS & ELECTRONICS,SEC_EMS_ELECTRONICS,Electronic Manufacturing Services (EMS),IND_ELECTRONIC_MANUFACTURING_SERVICES_EMS,"Contract PCBA, Box-Build & Industrial Electronics Assembly",SUB_CONTRACT_PCBA_BOX_BUILD_INDUSTRIAL_ELECTRONICS_ASSEMBLY,Turnkey electronic manufacturing services including SMT printed circuit board assembly and box-build assembly.,HIGH,"Classified into Parent Sector 'EMS & ELECTRONICS' and Major Industry 'Electronic Manufacturing Services (EMS)' (Contract PCBA, Box-Build & Industrial Electronics Assembly) based on primary economic business exposure: Turnkey electronic manufacturing services including SMT printed circuit board assembly and box-build assembly.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
IKS,Inventurus Knowledge Solutions Limited,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
IL&FSENGG,IL&FS Engineering and Construction Company Limited,,CONSTRUCTION & INFRASTRUCTURE,SEC_CONSTRUCTION_INFRASTRUCTURE,Civil & Commercial Building Construction,IND_CIVIL_COMMERCIAL_BUILDING_CONSTRUCTION,"Institutional Campuses, High-Rise Commercial Towers & Hospitals",SUB_INSTITUTIONAL_CAMPUSES_HIGH_RISE_COMMERCIAL_TOWERS_HOSPITALS,"Specialized general contracting and civil construction of institutional university campuses, corporate towers and metro stations.",HIGH,"Classified into Parent Sector 'CONSTRUCTION & INFRASTRUCTURE' and Major Industry 'Civil & Commercial Building Construction' (Institutional Campuses, High-Rise Commercial Towers & Hospitals) based on primary economic business exposure: Specialized general contracting and civil construction of institutional university campuses, corporate towers and metro stations.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
IL&FSTRANS,IL&FS Transportation Networks Limited,,LOGISTICS & SUPPLY CHAIN,SEC_LOGISTICS_SUPPLY_CHAIN,3PL Integrated Supply Chain & Surface Transport,IND_3PL_INTEGRATED_SUPPLY_CHAIN_SURFACE_TRANSPORT,Full Truck Load (FTL) Road Haulage & Contract Warehousing,SUB_FULL_TRUCK_LOAD_FTL_ROAD_HAULAGE_CONTRACT_WAREHOUSING,Third-party supply chain management providing temperature-controlled cold warehousing and full-truck-load fleet transportation.,HIGH,Classified into Parent Sector 'LOGISTICS & SUPPLY CHAIN' and Major Industry '3PL Integrated Supply Chain & Surface Transport' (Full Truck Load (FTL) Road Haulage & Contract Warehousing) based on primary economic business exposure: Third-party supply chain management providing temperature-controlled cold warehousing and full-truck-load fleet transportation.,ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
IMAGICAA,Imagicaaworld Entertainment Limited,,MEDIA & ENTERTAINMENT,SEC_MEDIA_ENTERTAINMENT,Print Media & Publishing,IND_PRINT_MEDIA_PUBLISHING,"Daily Vernacular Newspapers, Periodicals & Commercial Printing",SUB_DAILY_VERNACULAR_NEWSPAPERS_PERIODICALS_COMMERCIAL_PRINTING,Publishing and circulation of leading regional language daily morning newspapers and commercial rotogravure printing.,HIGH,"Classified into Parent Sector 'MEDIA & ENTERTAINMENT' and Major Industry 'Print Media & Publishing' (Daily Vernacular Newspapers, Periodicals & Commercial Printing) based on primary economic business exposure: Publishing and circulation of leading regional language daily morning newspapers and commercial rotogravure printing.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
